date,close,open,high,low,volume
2005-06-27,10.657980692664195,10.655431279805674,10.813115752587333,10.311292424787343,1716
2005-06-28,10.60845387640766,10.586737995693975,10.98631036725771,10.561615046108018,6845
2005-06-29,10.580138989927521,10.58597601900931,10.58241297168722,10.56732922092398,6758
2005-06-30,10.585121558181903,10.524735665058207,10.67035287011114,10.403775765111885,4655
2005-07-01,10.559947775476093,10.525627182791789,10.756025425772789,10.472758510696226,7359
2005-07-04,10.482414603922788,10.273835360032287,10.90947882871798,10.348937983294674,9505
2005-07-05,10.485842752663089,10.583215375748326,10.553151736904912,10.447382115806764,3280
2005-07-06,10.432727566976784,10.46260734500896,10.49437075260895,10.323805066139975,3622
2005-07-07,10.456407188508543,10.3790616041052,10.525757166710191,10.397903949798675,5342
2005-07-08,10.410435976796851,10.600309474932375,10.539415148525718,10.276237446379067,3489
2005-07-11,10.487932697047729,10.496634345086967,10.633820106817259,10.30541223424178,2922
2005-07-12,10.448770032430916,10.345155675233396,10.553510889008821,10.269044459084819,7278
2005-07-13,10.432666956620633,10.518340698767679,10.705826142230821,10.409098091392373,9115
2005-07-14,10.473342817489117,10.513147639140044,10.630406401541764,10.265349187165707,9049
2005-07-15,10.411799601667418,10.45125760021584,10.801592223956941,10.289416991139055,5029
2005-07-18,10.423172598397626,10.380597037932466,10.570303627125899,10.30414113362068,4063
2005-07-19,10.488529736111747,10.53357930848955,10.67371057145729,9.998767274963702,9352
2005-07-20,10.408155574383684,10.381979745361575,10.643597331867067,10.340011420077268,4892
2005-07-21,10.4173872673103,10.472981412474883,10.784214180182778,10.326219731632673,2737
2005-07-22,10.430381407022722,10.239886961621657,10.784665917311491,10.319170895526842,5220
2005-07-25,10.469472550611588,10.426085204313669,10.715449173668896,10.274679141761768,8080
2005-07-26,10.407625015067683,10.579840524848503,10.56836974724662,10.272361842352211,4395
2005-07-27,10.34160218441347,10.26489543887344,10.435548143711388,9.925107789072936,3454
2005-07-28,10.367699262694314,10.307315432944996,10.427813140811365,10.097012250112764,5957
2005-07-29,10.382548496355973,10.337752362510976,10.471944006917182,9.93652244577305,3287
2005-08-01,10.395073138873267,10.273592525284402,10.438934921499678,10.34230749279314,9150
2005-08-02,10.412395549348116,10.19156747172529,10.419454627497158,10.176769970278105,7292
2005-08-03,10.378394313269192,10.35533567341683,10.522961272304842,10.20151827019675,9696
2005-08-04,10.390006998127241,10.403592940535408,10.825116753524755,10.114702466179507,4733
2005-08-05,10.404660621792177,10.399410114938311,10.603234362867916,10.364447223785898,9892
2005-08-08,10.368943050890858,10.354455194696069,10.478790781553373,10.175863819054518,6113
2005-08-09,10.462231776448096,10.466535863533135,10.51164766380964,10.344328349948794,4005
2005-08-10,10.485923422493684,10.58820756964876,10.711856914355792,10.332827178405267,5790
2005-08-11,10.426358247633551,10.40731362904063,10.524519540932836,10.417649113217776,1010
2005-08-12,10.459185928065244,10.401777670356516,10.68538340576236,10.424607591107705,6221
2005-08-15,10.410451844553878,10.38233929606507,10.435615714863545,10.031336889908166,4677
2005-08-16,10.449806074741,10.507740750716676,10.664424340413523,10.066545921541458,8334
2005-08-17,10.50773585369137,10.648938541545695,10.677516784965464,10.50077339073978,6164
2005-08-18,10.466701737773786,10.403887363856867,10.728438563971613,10.403588199266881,7860
2005-08-19,10.514870544236,10.524763922938888,10.545570683349958,10.325560838692644,9105
2005-08-22,10.535509590582826,10.569345334776422,10.708799144573305,10.464545966947147,1284
2005-08-23,10.57661259858255,10.477354797909667,10.757969451917635,10.458540156959561,7543
2005-08-24,10.671452247715248,10.67349396443654,10.752622301053828,10.602435010512231,6570
2005-08-25,10.659182841915104,10.512615456180894,10.673153215551833,10.472784616858396,6731
2005-08-26,10.62149603369723,10.444591003323291,10.780993133165989,10.379242934398627,8611
2005-08-29,10.577020312215954,10.61369495300518,10.653124373279214,10.41731933129282,3435
2005-08-30,10.536229797967682,10.497842323834604,10.67436997583741,10.353123839622732,8523
2005-08-31,10.532374712496976,10.552602753259098,10.560912394937302,10.279564678395543,2029
2005-09-01,10.549432311237808,10.547642813536973,10.870172682331194,10.465897291107416,7584
2005-09-02,10.56326685120431,10.46562684633793,10.655194314819273,10.26706837038081,9091
2005-09-05,10.60462601365611,10.600100583459676,10.787347457169718,10.529098099298782,5451
2005-09-06,10.605276108250006,10.481965977748521,10.631989191357201,10.561464390645085,3966
2005-09-07,10.677952812107872,10.817050047908012,10.813085702759267,10.676632030011199,8755
2005-09-08,10.664719970445974,10.529122935959977,10.82407621697981,10.659951216818751,1553
2005-09-09,10.800728428775455,10.781149901678598,10.892408101418015,10.696850164357347,1267
2005-09-12,10.832011796163705,10.72778463735898,10.901884506860181,10.50563402648966,8135
2005-09-13,10.78915391834289,10.84619603567897,10.857573814654367,10.729894845242157,2240
2005-09-14,10.735609293439836,10.702466156311687,10.837131658028486,10.716661598273255,5159
2005-09-15,10.759732914201996,10.707866242239875,10.979811492657742,10.682078063216709,3489
2005-09-16,10.748559774935702,10.833879929440856,11.033554009298784,10.152588871588272,8858
2005-09-19,10.784259799640306,10.787202858808062,10.979150309162366,10.557914961920375,6394
2005-09-20,10.807921680868985,10.859586125462581,10.853836209083836,10.63891397852573,9661
2005-09-21,10.80428023523614,10.706147641584394,10.949152961596832,10.528166031746741,4287
2005-09-22,10.76194054933272,10.62145885493997,11.437494197590594,10.715420701645623,3019
2005-09-23,10.686198188098427,10.69691898430244,10.789342111932454,10.637094499432955,6313
2005-09-26,10.663872440495076,10.631987804945604,10.679538610281108,10.570807936826862,5317
2005-09-27,10.70669238021125,10.769335847456643,10.809786234828021,10.598747020580895,6824
2005-09-28,10.71739706741776,10.709406222151506,10.81342952405637,10.688916094092134,1838
2005-09-29,10.65511012848216,10.675617662405623,10.661138260745195,10.55468856351622,9943
2005-09-30,10.66376917477472,10.501430921780596,10.68616556129897,10.601734009338152,9461
2005-10-03,10.683035043761162,10.871878737722588,10.774374872699864,10.460188174412641,5827
2005-10-04,10.638842171951104,10.6224179734479,10.693472621255085,10.503436077990942,7987
2005-10-05,10.64652842724838,10.716287124282301,10.9153853422953,10.47032575781534,4503
2005-10-06,10.649438863170682,10.565829696148718,10.926339855700888,10.432255180869337,8824
2005-10-07,10.59229034827915,10.623091338500883,10.642697144266124,10.535724716255409,3075
2005-10-10,10.610179716296564,10.479895239944089,10.878431661743912,10.578451511087943,2312
2005-10-11,10.638218942614976,10.683425726440944,10.745919573942786,10.483768328438337,3284
2005-10-12,10.692371504773739,10.656774096335155,11.003227993095944,10.614135872046594,9575
2005-10-13,10.745061607375485,10.747980657769041,11.01901782776796,10.640324500840105,3808
2005-10-14,10.67617813897763,10.745975541990639,10.823063309539563,10.529843673653447,9995
2005-10-17,10.629286886981873,10.506032855859845,10.913771478039038,10.559930376063035,7521
2005-10-18,10.655038650342307,10.586589477281027,10.665715504838111,10.515687077799447,7355
2005-10-19,10.680727947887917,10.726460375996593,10.806348541854657,10.448660576667887,4719
2005-10-20,10.70648033220322,10.916302479657896,10.842635445468257,10.420130435355004,5771
2005-10-21,10.899116906735957,10.885308673269808,10.957569997967099,10.813720832434605,3696
2005-10-24,10.927661432270614,10.986775044063007,11.193568281064719,10.707658103855682,6796
2005-10-25,10.984439714279643,10.973742567293796,11.102324396577021,10.896596161315282,1808
2005-10-26,11.032139802454305,11.226364361929935,11.204428488347162,10.535386603936804,4293
2005-10-27,11.064709365019594,10.889987198323068,11.084207152824334,10.98716599172128,4459
2005-10-28,11.048945902787578,11.058408007254513,11.094278343532377,10.983926608493393,3419
2005-10-31,11.08689436381224,10.924339960456035,11.216723908026324,11.048473427686305,5224
2005-11-01,11.048253103085361,10.79759594603169,11.13890500827477,11.01852902639907,8571
2005-11-02,11.036412172748362,11.066158378060143,11.380100095868904,10.880116959588111,7363
2005-11-03,11.012143995356906,11.026093774971653,11.270079214949117,10.98350137871568,5567
2005-11-04,11.016237702326222,10.987754008552002,11.26698465957017,10.801118720686556,4524
2005-11-07,11.131970630659898,11.121351221655923,11.28494047632152,11.069112767564157,7751
2005-11-08,11.038607371030311,11.348437314437437,11.397803917947115,10.816374311250314,7237
2005-11-09,11.072920380549036,11.047102866745892,11.120495411818808,11.004051199562294,6319
2005-11-10,10.992284586989554,11.043297023114562,11.04320618419233,10.881979106969228,2867
2005-11-11,10.968687993700081,10.903751511738694,11.190609867280688,10.958100100053121,2375
2005-11-14,11.02313552354845,11.05265878105251,11.359410901891504,10.757045189235987,9130
2005-11-15,11.026349524503223,11.00252615699766,11.028021681957513,10.996572965299046,6401
2005-11-16,10.972462285606758,10.931410437333785,11.167629663931521,10.95483131183268,9803
2005-11-17,10.936697100143759,11.118586953363792,11.053687798761048,10.581168136379873,7992
2005-11-18,10.970676987590494,11.088395483908927,10.982018317358348,10.795435789256162,4316
2005-11-21,10.934158656004637,10.94783332074456,11.029928170648184,10.81934239958333,2598
2005-11-22,10.944981585483735,10.714560391889338,10.950424411959306,10.553355262423379,5949
2005-11-23,10.947260177478926,10.911159255153668,11.233205026085,10.849297926520123,7572
2005-11-24,10.914680160098635,11.184982916539143,11.198858957143324,10.51737473170313,1638
2005-11-25,11.0218773645649,10.99881119790093,11.062511070361836,10.855344212988829,5166
2005-11-28,11.053573315680802,11.163895072886168,11.085703972954017,10.735171624257072,1645
2005-11-29,10.952316186347922,11.096510426543182,11.122512722049274,10.861915112631433,6884
2005-11-30,10.961638902086392,10.98353529367199,11.11309974684134,10.618890187260543,7668
2005-12-01,10.928549578847974,10.844367415661159,11.049576181999765,10.835178496767991,1089
2005-12-02,10.971171245587785,10.727640012409497,11.027227788203222,10.89841433966581,1550
2005-12-05,10.931545208666149,10.999961529527045,11.207675642688177,10.777521387219798,9251
2005-12-06,10.925808386592804,10.84433278631045,11.008222614006009,10.856037987154563,6224
2005-12-07,10.951057750541828,10.968672795730598,11.056091613194262,10.744545406469717,6581
2005-12-08,10.994345510250334,10.869363476291397,11.47205180274587,10.851554927818423,5178
2005-12-09,10.934330689897545,10.907806935850525,11.101198327214076,10.825302513995437,4479
2005-12-12,10.917605628105498,10.920977533595604,11.055816503584278,10.724475700184039,7091
2005-12-13,10.89385836254745,10.92071772065188,10.917528402772136,10.855958447269025,3633
2005-12-14,10.861191900918763,10.749709682183521,11.021863987471903,10.796424047653273,7790
2005-12-15,10.949464612932818,11.069155707808953,10.957091526697747,10.750158929609107,4501
2005-12-16,10.969713698480867,10.910024220007669,11.011820686551465,10.707369611898729,1889
2005-12-19,10.906669500764114,10.73922255471879,10.93849939507166,10.808293870648336,9765
2005-12-20,10.952562598116852,10.941660256120507,11.095841456857002,10.727946518248725,9704
2005-12-21,11.058670407967485,11.062107938870131,11.18646741878082,11.042857404070011,8246
2005-12-22,11.110293670995043,11.12635261431222,11.326347082951182,11.018831089683703,5160
2005-12-23,11.034325172697342,11.17053841306585,11.110338660812108,11.003190095159665,5051
2005-12-26,11.010113469054028,10.986468585380441,11.124333994772302,10.999017485300952,3230
2005-12-27,11.07345902651336,11.061497064076484,11.227582616538427,11.02487851837111,6185
2005-12-28,11.03807555323242,10.927757115109111,11.34220357243583,10.532426533169678,8375
2005-12-29,11.060266524639733,11.142321874928523,11.123186814128143,10.84644566640654,7197
2005-12-30,11.0989982273112,11.117429133719009,11.405035352070511,10.929952206223827,3283
2006-01-02,11.052651703732295,11.010648931002878,11.181077138498615,11.022478178029981,5984
2006-01-03,11.049675435929204,10.859207966582659,11.454990991249092,11.012499859204752,1611
2006-01-04,10.887612068925751,11.03205328843126,10.968051633908221,10.760375971188944,9629
2006-01-05,10.836392686859037,10.71362469041343,10.886101707882835,10.78487633701695,7837
2006-01-06,10.82376427928938,10.76463647835241,10.830643038350896,10.563617265211912,8106
2006-01-09,10.761375120191136,10.797209571298737,10.889821615879935,10.471974196674124,8275
2006-01-10,10.842995685387718,10.723339892526049,10.849910130484883,10.588612024703245,9715
2006-01-11,10.771488616489687,10.622137638664373,10.873740508063593,10.519849158484302,4577
2006-01-12,10.749486392154838,10.53709163388477,10.809956305421188,10.682945333280001,7486
2006-01-13,10.756023421019142,10.828123116309706,10.924349872172158,10.636938543970539,3261
2006-01-16,10.828087085472449,10.773568460999817,10.864930531378468,10.80031428763234,2023
2006-01-17,10.756293977913476,11.049020987160809,10.87828425537987,10.545631921985102,9513
2006-01-18,10.814452165521224,10.715016658958136,10.860825866846383,10.388431312257033,8235
2006-01-19,10.814963818572203,10.72281871622931,10.883367287733158,10.66470827754368,4757
2006-01-20,10.765888386019805,10.709349088991265,10.996584892197534,10.706901438997777,9068
2006-01-23,10.788993559732969,10.813307025246818,10.863000882246608,10.72102932607131,9641
2006-01-24,10.798946544511642,10.75192621063311,11.463169455629469,10.762519570309406,2284
2006-01-25,10.768935700653703,10.830168922053954,10.88698009391483,10.49698132198804,2660
2006-01-26,10.772425804903204,10.674566965904338,10.788800640341371,10.763484053551286,6353
2006-01-27,10.753160125060116,10.615000953213759,10.865894855914147,10.575937594790586,1903
2006-01-30,10.758835992322679,10.579014518381769,10.81257156782767,10.434898019219354,9521
2006-01-31,10.79194252604873,10.56958510925501,10.86147723449773,10.68933295256668,9828
2006-02-01,10.871243366855998,10.819436464908492,11.307201099134048,10.82178574173045,7010
2006-02-02,10.809352591914656,10.779254560675334,10.820719962356046,10.680170957262197,1412
2006-02-03,10.916004260647469,10.85286055789915,11.25190481923015,10.71080143550601,7639
2006-02-06,10.818399870671344,10.94274045039006,11.060060573803211,10.734044497793818,4833
2006-02-07,10.810810615919564,10.933613636880377,10.848243725492337,10.783881797554605,3415
2006-02-08,10.840226476243794,10.806746177499344,11.095479273818505,10.836893649584205,3586
2006-02-09,10.854276069630545,10.67488395831135,10.928517422324557,10.784085521202927,6571
2006-02-10,10.823141093639515,10.76647058283401,10.826787293066939,10.775968080489601,9672
2006-02-13,10.812734981121652,10.752752841729945,10.816641059015073,10.582431951935051,7557
2006-02-14,10.78808493438871,10.722371438160904,10.930810713029603,10.559588554765025,7280
2006-02-15,10.7586166965415,10.688844806151675,10.867413379216037,10.660912668846699,3882
2006-02-16,10.801096801392552,10.73575051182007,10.886572010486711,10.766665067471264,3519
2006-02-17,10.818947575690803,10.780293414101028,11.096019679379703,10.788194809781862,5400
2006-02-20,10.784302095927771,10.720747986046215,10.902912905984374,10.609933181952952,9846
2006-02-21,10.829282089699433,10.850114340561992,10.906983503123204,10.819422604656001,1180
2006-02-22,10.844647065743263,10.88068393733375,11.009758480717176,10.748601213362123,5125
2006-02-23,10.885290171685211,10.794225662966962,11.077508863131628,10.742117245770983,4019
2006-02-24,10.916771613781393,11.043878146382095,11.251388416282541,10.81589857370527,1764
2006-02-27,10.875321863235289,10.777315633051227,10.991638015880733,10.81548517107253,5135
2006-02-28,10.84731281122544,10.685532749843906,11.018418348813563,10.797155289783312,6038
2006-03-01,10.884677491481604,10.922755298618108,11.247223084496232,10.858141135537625,7799
2006-03-02,10.915196004753277,10.833455191311844,11.121702659995158,10.85078372545761,4390
2006-03-03,10.914150925055068,10.946280072130808,11.402402094108137,10.819934844235691,2064
2006-03-06,10.920017294220509,10.679650434110457,11.041919273462996,10.903688352416857,3456
2006-03-07,10.98390053900993,11.123146133158237,11.36735813273108,10.904991732146595,6681
2006-03-08,10.954321969568138,11.021551310372178,11.120141657571805,10.950818496988989,2346
2006-03-09,10.98167683862664,10.83162918371034,11.130045470828335,10.660852636132576,7997
2006-03-10,10.971567206004945,10.823689493620316,11.047921445339753,10.965293522785004,5132
2006-03-13,10.960683145843584,11.127909736253336,11.078370381891645,10.94797555481222,3453
2006-03-14,11.015621988442943,10.941883998093147,11.10312322913755,10.96710280101225,1538
2006-03-15,11.056892805892344,10.973474321019083,11.172361209034012,10.938146967155197,3303
2006-03-16,11.097568287692377,10.870963078277448,11.39956692180822,10.858474344359275,7421
2006-03-17,11.162842228050094,11.127764407489938,11.820394465527842,11.037920899071239,1248
2006-03-20,11.16389242013173,11.141120458648155,11.192122354600292,11.109171108824897,2391
2006-03-21,11.19799006869648,11.269539378373429,11.263137847333004,11.163741259159481,3172
2006-03-22,11.182476730866806,11.04256888804836,11.205143623647867,11.126184714889147,2335
2006-03-23,11.198685048491228,11.046656369267167,11.247230766353434,11.197472683336509,3259
2006-03-24,11.192177895772845,11.237274159250493,11.216723677313942,11.102320826185684,7615
2006-03-27,11.19702769402248,11.297700701145187,11.454417151245764,11.003410976191715,6534
2006-03-28,11.226785545294327,11.069670310182538,11.251695241231612,11.132039213140596,9691
2006-03-29,11.185874511132653,11.294025919762626,11.418416598998204,11.06525049348743,1810
2006-03-30,11.290493874916926,11.294248059065609,11.322822633812649,11.257703578737964,5984
2006-03-31,11.24019300584194,11.349373539749404,11.333073362123923,11.158100961461525,8348
2006-04-03,11.179483575202553,11.172461539050792,11.464263362651923,11.062121032081937,8556
2006-04-04,11.237389118877557,10.985161327128761,11.47161293182507,10.99661199200296,4713
2006-04-05,11.276972253575703,11.2617755153441,11.298477253661863,10.791755130805093,4704
2006-04-06,11.308178244428312,11.414192626295439,11.563925415392163,11.202623869239227,2210
2006-04-07,11.339595519891526,11.250220917983155,11.584773972579516,11.214912088171294,4745
2006-04-10,11.33898318124918,11.300186684358435,11.342007833566091,10.951090471335155,8791
2006-04-11,11.294120462674888,11.27650711231979,11.361385056539143,11.136138913304109,2491
